Bulk mode; xp05-as26.svcs.ord08.cymru.com [2017-02-04 17:27:22 +0000]
13335   | 104.31.6.187     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.7.158     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
14618   | 54.152.241.16    | 54.152.0.0/16       | US | arin     | 2014-10-23 | AMAZON-AES - Amazon.com, Inc., US
13789   | 70.42.74.203     | 70.42.74.0/24       | US | arin     | 2005-09-29 | INTERNAP-BLK3 - Internap Network Services Corporation, US
15169   | 8.8.8.8          | 8.8.8.0/24          | US | arin     |            | GOOGLE - Google Inc., US
NA      | 108.162.194.63   | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.190  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 173.245.60.12    | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.145   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.36    | NA                  | US | arin     | 2010-12-28 | NA
13335   | 198.41.200.65    | 198.41.192.0/19     | US | arin     | 2012-10-09 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 199.27.134.112   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.77    | NA                  | US | arin     | 2010-08-19 | NA
14586   | 74.91.124.108    | 74.91.124.0/24      | US | arin     | 2011-04-13 | NUCLEARFALLOUT-CHI - Nuclearfallout Enterprises, Inc., US
13335   | 173.245.58.146   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.17.86     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.98.225    | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
49349   | 185.62.188.176   | 185.62.188.0/24     | NL | ripencc  | 2014-07-02 | DOTSI , PT
13335   | 104.28.16.86     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.12.171    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.13.171    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.194.7     | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.118.202  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
22612   | 162.255.119.249  | 162.255.119.0/24    | US | arin     | 2014-05-14 | NAMECHEAP-NET - Namecheap, Inc., US
22612   | 162.255.119.250  | 162.255.119.0/24    | US | arin     | 2014-05-14 | NAMECHEAP-NET - Namecheap, Inc., US
NA      | 173.245.60.129   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.163   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.170   | NA                  | US | arin     | 2010-12-28 | NA
49349   | 185.11.145.4     | 185.11.145.0/24     | NL | ripencc  | 2012-11-29 | DOTSI , PT
22612   | 192.64.119.231   | 192.64.119.0/24     | US | arin     | 2012-12-17 | NAMECHEAP-NET - Namecheap, Inc., US
NA      | 199.27.134.120   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.36    | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.49    | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.5     | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.57    | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.75    | NA                  | US | arin     | 2010-08-19 | NA
13335   | 104.31.14.154    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.15.154    | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.199.87    | 104.27.192.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.16   | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.130  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.120.10   | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.121.199  | 141.101.120.0/22    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 173.245.60.194   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.220   | NA                  | US | arin     | 2010-12-28 | NA
NA      | 173.245.60.223   | NA                  | US | arin     | 2010-12-28 | NA
49349   | 185.11.145.29    | 185.11.145.0/24     | NL | ripencc  | 2012-11-29 | DOTSI , PT
13335   | 198.41.132.25    | 198.41.132.0/23     | US | arin     | 2012-10-09 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 198.41.177.152   | NA                  | US | arin     | 2012-10-09 | NA
NA      | 199.27.134.175   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.182   | NA                  | US | arin     | 2010-08-19 | NA
15169   | 64.233.190.27    | 64.233.190.0/24     | US | arin     | 2003-08-18 | GOOGLE - Google Inc., US
13335   | 104.27.159.63    | 104.27.144.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.158.63    | 104.27.144.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.115   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.140   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.5.184     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.111  | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.192.149  | NA                  | US | arin     | 2011-10-28 | NA
13335   | 141.101.118.192  | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 199.27.134.129   | NA                  | US | arin     | 2010-08-19 | NA
NA      | 199.27.134.81    | NA                  | US | arin     | 2010-08-19 | NA
19551   | 199.83.128.22    | 199.83.128.0/24     | US | arin     | 2011-01-14 | INCAPSULA - Incapsula Inc, US
12322   | 78.217.187.201   | 78.192.0.0/11       | FR | ripencc  | 2007-03-15 | PROXAD , FR
20473   | 8.2.120.149      | 8.2.120.0/24        | US | arin     |            | AS-CHOOPA - Choopa, LLC, US
13335   | 104.31.4.184     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
15169   | 216.58.219.238   | 216.58.219.0/24     | US | arin     | 2012-01-27 | GOOGLE - Google Inc., US
13335   | 104.27.132.54    | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.133.54    | 104.27.128.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.144   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.242   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
47583   | 31.220.106.27    | 31.220.106.0/24     | LT | ripencc  | 2011-05-10 | HOSTINGER-AS , LT
13335   | 104.24.106.171   | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.107.171   | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.170.40    | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.194.10   | NA                  | US | arin     | 2011-10-28 | NA
30823   | 178.251.228.228  | 178.251.228.0/24    | DE | ripencc  | 2010-06-30 | COMBAHTON combahton IT Services UG (haftungsbeschraenkt), DE
13335   | 104.24.126.4     | 104.24.112.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.127.4     | 104.24.112.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.97    | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.94    | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 94.23.181.25     | 94.23.0.0/16        | FR | ripencc  | 2008-07-15 | OVH , FR
13335   | 104.28.28.78     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.29.78     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.104   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
12586   | 94.249.196.123   | 94.249.192.0/18     | DE | ripencc  | 2008-09-18 | ASGHOSTNET , DE
13335   | 104.18.42.35     | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.43.35     | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.8.126     | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
NA      | 108.162.192.88   | NA                  | US | arin     | 2011-10-28 | NA
NA      | 199.27.134.27    | NA                  | US | arin     | 2010-08-19 | NA
13335   | 173.245.58.103   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
2639    | 74.201.154.248   | 74.201.154.0/24     | US | arin     | 2006-11-13 | ZOHO-AS - ZOHO, US
13335   | 104.27.174.82    | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.175.82    | 104.27.160.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.14.90     | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.167   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 178.33.35.61     | 178.32.0.0/15       | FR | ripencc  | 2010-01-19 | OVH , FR
11831   | 162.221.204.239  | 162.221.204.0/24    | CA | arin     | 2013-09-20 | ESECUREDATA - eSecureData, CA
13335   | 141.101.118.6    | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 198.245.63.152   | 198.245.48.0/20     | CA | arin     | 2012-04-16 | OVH , FR
12182   | 64.74.223.38     | 64.74.208.0/20      | US | arin     | 2000-04-05 | INTERNAP-2BLK - Internap Network Services Corporation, US
13335   | 104.27.148.143   | 104.27.144.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.149.143   | 104.27.144.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.93    | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.93    | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.8.84      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.9.84      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.36.164    | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.18.37.164    | 104.18.32.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.186   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.246   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.184.62    | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.185.62    | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 5.135.191.101    | 5.135.0.0/16        | FR | ripencc  | 2012-07-06 | OVH , FR
13335   | 173.245.59.143   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.97.99     | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.96.99     | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
22612   | 198.54.122.252   | 198.54.122.0/24     | US | arin     | 2015-11-13 | NAMECHEAP-NET - Namecheap, Inc., US
22612   | 198.54.122.254   | 198.54.122.0/24     | US | arin     | 2015-11-13 | NAMECHEAP-NET - Namecheap, Inc., US
13335   | 104.31.255.75    | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.254.75    | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.58.175   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.12.7      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.13.7      | 104.28.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 164.132.209.38   | 164.132.0.0/16      | FR | ripencc  |            | OVH , FR
NA      | 108.162.194.72   | NA                  | US | arin     | 2011-10-28 | NA
NA      | 108.162.198.124  | NA                  | US | arin     | 2011-10-28 | NA
13335   | 173.245.58.101   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.139   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.176.235   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.177.235   | 104.27.176.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.240   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.70.204    | 104.31.64.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.71.204    | 104.31.64.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.20.52.154    | 104.20.48.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.27.146.116   | 104.27.144.0/20     | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 158.69.218.41    | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH , FR
49349   | 185.11.146.56    | 185.11.146.0/24     | NL | ripencc  | 2012-11-29 | DOTSI , PT
16276   | 5.196.194.125    | 5.196.0.0/16        | FR | ripencc  | 2012-08-23 | OVH , FR
13335   | 173.245.58.70    | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.89    | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.24.96.148    | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.30.87     | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 46.105.203.89    | 46.105.192.0/20     | FR | ripencc  | 2010-11-29 | OVH , FR
3223    | 5.254.102.147    | 5.254.96.0/21       | RO | ripencc  | 2012-09-13 | VOXILITY , RO
13335   | 104.24.97.148    | 104.24.96.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.8.173     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.9.173     | 104.31.0.0/20       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.28.24.117    | 104.28.16.0/20      | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 104.31.144.3     | 104.16.0.0/12       | US | arin     | 2014-03-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 141.101.118.26   | 141.101.112.0/20    | EU | ripencc  | 2011-06-23 | CLOUDFLARENET - CloudFlare, Inc., US
16276   | 188.165.74.152   | 188.165.0.0/16      | FR | ripencc  | 2009-06-05 | OVH , FR
NA      | 198.41.128.18    | NA                  | US | arin     | 2012-10-09 | NA
13335   | 173.245.58.135   | 173.245.58.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
13335   | 173.245.59.111   | 173.245.59.0/24     | US | arin     | 2010-12-28 | CLOUDFLARENET - CloudFlare, Inc., US
